vendor,country,website,domain,primary_email,all_emails,email_source,email_page,phone,whatsapp,telegram_signal,social,us_signal_on_site,state_mentioned,company_type,sells_direct,research_only,peptide_terms_found,peptide_hits,peptidebase_tier,listed_on,peptidebase_profile,finnrick_profile,finnrick_location,finnrick_products_tested,finnrick_tests,finnrick_status,crawl_status,pages_checked,notes
Peptide Therapy & Injections for Weight Loss Near You | Arkansas,unknown (discovered via search),https://klinic.com/,klinic.com,support@klinic.com,support@klinic.com; nprivacy@klinic.com; privacy@klinic.com; success@klinic.com; support@klinic.care,website,https://klinic.com/,(216) 478-5990; (800) 778-7879,,,,yes,Washington,consumer_and_research,,,"glp-1, semaglutide, tirzepatide",3,,"repo roster (discovery:result:research peptides company ""Arkansas"")",,,,,,,ok,5,
"Peptide Therapy & Injections in Milwaukee, WI | Mantality Health",unknown (discovered via search),https://mantalityhealth.com/,mantalityhealth.com,info@mantalityhealth.com,info@mantalityhealth.com; dave@mantalityhealth.com; ninfo@mantalityhealth.com,website,https://mantalityhealth.com/,(314) 254-2400; (314) 931-3113; (516) 147-3085,,,,yes,Ohio,manufacturing_lab,yes,,"nad+, peptide, peptides",3,,"repo roster (discovery:result:research peptides company ""Wisconsin"")",,,,,,,ok,6,
Peptide Therapy - Delaware Integrative Medicine,unknown (discovered via search),https://delawareintegrativemedicine.com/,delawareintegrativemedicine.com,info@delawareintegrativemedicine.com,info@delawareintegrativemedicine.com; usinfo@delawareintegrativemedicine.comcall,website,https://delawareintegrativemedicine.com/contact-us/,(302) 258-8853; (302) 487-0583,,,,yes,Delaware,consumer_and_research,,,"glp-1, peptide, peptides",3,,"repo roster (discovery:result:research peptides company ""Delaware"")",,,,,,,ok,6,
"Peptide Therapy in Columbus, OH | Endocrinology Associates",unknown (discovered via search),https://endocrinology-associates.com/,endocrinology-associates.com,aveser@endocrinology-associates.com,aveser@endocrinology-associates.com; jtabacca@endocrinology-associates.com; research@endocrinology-associates.com,website,https://endocrinology-associates.com/,(614) 453-9999; (614) 968-9077,,,,yes,Ohio,consumer_and_research,,,"glp-1, peptide, sermorelin",3,,"repo roster (discovery:result:research peptides company ""Ohio"")",,,,,,,ok_chromium,5,
Peptide Therapy in Oklahoma City | Lamkin Clinic,unknown (discovered via search),https://lamkinclinic.com/,lamkinclinic.com,connect@lamkinclinic.com,connect@lamkinclinic.com,website,https://lamkinclinic.com/privacy-policy/,(405) 285-4352; (405) 285-4762,,,,yes,Oklahoma,compounding_pharmacy,,,"glp-1, peptide, peptides",3,,"repo roster (discovery:result:research peptides company ""Oklahoma"")",,,,,,,ok,7,
Semaglutide is well-known,unknown (discovered via search),https://relivehealth.com/,relivehealth.com,marketing@relivehealth.com,marketing@relivehealth.com,website,https://relivehealth.com/privacy-policy/,(772) 631-7266; (800) 368-1019,,,,yes,Washington,consumer_and_research,,,"peptide, peptides, retatrutide",3,,repo roster (listdeep:muscleandbrawn.com),,,,,,,ok,4,
Shop Ascending Labs ↗,unknown (discovered via search),https://ascendinglabs.shop/,ascendinglabs.shop,support@ascendinglabs.shop,support@ascendinglabs.shop,website,https://ascendinglabs.shop/,(346) 408-8480,,,,yes,Texas,research_only,,yes,"peptide, peptides, selank",3,,repo roster (listdeep:peptideprices.net),,,,,,,ok_chromium,5,
Shop Global Aminos ↗,unknown (discovered via search),https://globalaminos.com/,globalaminos.com,info@globalaminos.com,info@globalaminos.com; privacy@globalaminos.com,website,https://globalaminos.com/contact/,,,,,yes,California,research_only,yes,yes,"peptide, peptides, tesamorelin",3,,repo roster (listdeep:peptideprices.net),,,,,,,ok,4,
Shop Nova Labs ↗,unknown (discovered via search),https://nova-labs.eu/,nova-labs.eu,info@nova-labs.eu,info@nova-labs.eu,website,https://nova-labs.eu/,,,,,no,,research_only,yes,yes,"ghk-cu, melanotan, retatrutide",3,,repo roster (listdeep:peptideprices.net),,,,,,,ok_chromium,5,
Shop Perfect Peptides ↗,unknown (discovered via search),https://perfectpeptides.com/,perfectpeptides.com,admin@perfectpeptides.com,admin@perfectpeptides.com,website,https://perfectpeptides.com/,,,,,yes,,research_only,yes,yes,"nad+, peptide, peptides",3,,repo roster (listdeep:peptideprices.net),,,,,,,ok,7,
Shop Qureshi Labs ↗,unknown (discovered via search),https://qureshilabs.com/,qureshilabs.com,support@qureshilabs.com,support@qureshilabs.com,website,https://qureshilabs.com/,,,,,no,,research_only,yes,yes,"ghk-cu, peptide, peptides",3,,repo roster (listdeep:peptideprices.net),,,,,,,ok,3,
Utah Lab Research – Excellence in Laboratory Research Peptides,unknown (discovered via search),https://utahlabresearch.com/,utahlabresearch.com,info@utahlabresearch.com,info@utahlabresearch.com,website,https://utahlabresearch.com/,,,,,yes,Utah,research_only,yes,yes,"glp-1, peptide, peptides",3,,"repo roster (discovery:result:research peptides company ""Utah"")",,,,,,,ok,7,
VetBiologix,unknown (discovered via search),https://vetbiologix.com/,vetbiologix.com,info@vetbiologix.com,info@vetbiologix.com,website,https://vetbiologix.com/,(561) 850-1388,,,,yes,,manufacturing_lab,,,"bpc-157, peptide, tb-500",3,,repo roster (listdeep:americanpeptide.co),,,,,,,ok,4,
Visit BioBoostX →,unknown (discovered via search),https://bioboostx.com/,bioboostx.com,info@bioboostx.com,info@bioboostx.com,website,https://bioboostx.com/,(551) 040-0976; (590) 495-0209,,,,no,,research_only,yes,yes,"peptide, peptides, ss-31",3,,repo roster (listdeep:pepsider.com),,,,,,,ok,4,
Visit PulsePeptides →,unknown (discovered via search),https://pulsepeptides.com/,pulsepeptides.com,support@pulsepeptides.com,support@pulsepeptides.com,website,https://pulsepeptides.com/,,,,,yes,,manufacturing_lab,yes,yes,"ghk-cu, peptide, peptides",3,,repo roster (listdeep:pepsider.com),,,,,,,ok,5,
Visit site,unknown (discovered via search),https://aminovitality.com/,aminovitality.com,support@aminovitality.com,support@aminovitality.com,website,https://aminovitality.com/products/pages/privacy-policy,(714) 371-6130; (949) 371-6130,,,,yes,California,manufacturing_lab,yes,yes,"melanotan, peptide, peptides",3,,repo roster (listdeep:peptidesfinder.com),,,,,,,ok,5,
Visit site ↗,unknown (discovered via search),https://ascendamino.net/,ascendamino.net,cs@ascendamino.net,cs@ascendamino.net,website,https://ascendamino.net/,,,,,yes,California,manufacturing_lab,,yes,"nad+, peptide, peptides",3,,repo roster (listdeep:peptideprices.net),,,,,,,ok,5,
A 2025 lab analysis of “research-only” peptide vials found r,unknown (discovered via search),https://risingtrends.co/,risingtrends.co,hello@risingtrends.co,hello@risingtrends.co,website,https://www.risingtrends.co/,,,,,no,,consumer_and_research,,,"peptide, peptides",2,,repo roster (listdeep:mirrorplasticsurgery.com),,,,,,,ok,2,
About - Otter Peptides,unknown (discovered via search),https://otterpeptides.com/,otterpeptides.com,otterpeptides@protonmail.com,otterpeptides@protonmail.com,website,https://otterpeptides.com/privacy,,,,,yes,California,manufacturing_lab,,yes,"peptide, peptides",2,,"repo roster (discovery:result:peptide supplier ""Louisiana"" lab tested)",,,,,,,ok,3,
About - Premium Research Peptides,unknown (discovered via search),https://peptidegain.com/,peptidegain.com,support@peptidegain.com,support@peptidegain.com,website,https://peptidegain.com/privacy-policy,(412) 290-1556,,,,yes,Wyoming,research_only,,yes,"peptide, peptides",2,,"repo roster (discovery:result:peptide supplier ""Pennsylvania"" lab tested)",,,,,,,ok_chromium+deep,4,
About - Teton Labs,unknown (discovered via search),https://gettetonlabs.com/,gettetonlabs.com,support@gettetonlabs.com,support@gettetonlabs.com,website,https://gettetonlabs.com/,(888) 870-2205,,,,yes,Wyoming,manufacturing_lab,yes,yes,"peptide, peptides",2,,"repo roster (discovery:result:peptide supplier ""Wyoming"" lab tested)",,,,,,,ok_chromium,5,
About CEM,unknown (discovered via search),https://cem.com/,cem.com,info.fr@cem.com,info.fr@cem.com; info.india@cem.com; info.ireland@cem.com; info.jp@cem.com; info.sg@cem.com; info.srl@cem.com,website,https://cem.com/contact-us/,(202) 376-2489; (210) 689-5260; (212) 905-6425,,,,yes,maine,manufacturing_lab,,,"peptide, peptides",2,,"repo roster (discovery:result:research peptides company ""North Carolina"")",,,,,,,ok,3,
About Peptide Therapy Distributor in Alpharetta for Clinics,unknown (discovered via search),https://upgradewellnessga.com/,upgradewellnessga.com,marc@upgradewellnessga.com,marc@upgradewellnessga.com,website,https://www.upgradewellnessga.com/contact-us,(470) 446-3616,,,,yes,Georgia,compounding_pharmacy,,,"peptide, peptides",2,,"repo roster (discovery:result:peptide supplier ""Georgia"" lab tested)",,,,,,,ok,5,
About Us - 5peptides,unknown (discovered via search),https://5peptides.com/,5peptides.com,contact@5peptides.com,contact@5peptides.com,website,https://5peptides.com/contact/,(470) 872-5611,,,,yes,Georgia,research_only,yes,yes,"peptide, peptides",2,,"repo roster (discovery:result:research peptides company ""Georgia"")",,,,,,,ok,5,
Aloha Peptides,unknown (discovered via search),https://alohapeptides.com/,alohapeptides.com,info@alohapeptides.com,info@alohapeptides.com,website,https://alohapeptides.com/contact,(808) 300-5245,,,,no,,consumer_and_research,,,"peptide, peptides",2,,"repo roster (discovery:result:peptide supplier ""Hawaii"" lab tested)",,,,,,,ok_chromium+deep,4,
Cambrex Expands Peptide Manufacturing Capabilities | News,unknown (discovered via search),https://cambrex.com/,cambrex.com,info@cambrex.com,info@cambrex.com,website,https://cambrex.com/,,,,,yes,North Carolina,manufacturing_lab,,,"peptide, peptides",2,,"repo roster (discovery:result:research peptides company ""Massachusetts"")",,,,,,,ok_chromium,5,
Cell Origins | Expert Phage Display CRO | Peptide & Antibody ...,unknown (discovered via search),https://cellorigins.com/,cellorigins.com,info@cellorigins.com,info@cellorigins.com,website,https://cellorigins.com/,,,,,yes,Missouri,manufacturing_lab,,,"peptide, peptides",2,,"repo roster (discovery:result:research peptides company ""Missouri"")",,,,,,,ok,5,
China chronic weight-management approval ↗,unknown (discovered via search),https://sciwindbio.com/,sciwindbio.com,bd@sciwindbio.com,bd@sciwindbio.com; hr@sciwindbio.com; pr@sciwindbio.com; pv@sciwindbio.com,website,https://sciwindbio.com/,,,,,yes,California,consumer_and_research,,,"glp-1, peptide",2,,repo roster (listdeep:peptidelocal.com),,,,,,,ok,6,
Clarus Analytical Analytical Chemistry,unknown (discovered via search),https://clarusanalytical.com/,clarusanalytical.com,ilya@clarusanalytical.com,ilya@clarusanalytical.com,website,https://www.clarusanalytical.com/contact,(858) 368-9533,,,,yes,California,manufacturing_lab,,,"peptide, peptides",2,,repo roster (discovery:outlink:list:prodigy-labs.com),,,,,,,ok,3,
Custom Peptide Manufacturing - KareBay Biochem,unknown (discovered via search),https://karebaybio.com/,karebaybio.com,support@karebaybio.com,support@karebaybio.com; service@karebaybio.com; product@karebaybio.com,website,https://karebaybio.com/,(732) 823-1349; (732) 823-1545,,,,yes,New Jersey,manufacturing_lab,,,"peptide, peptides",2,,"repo roster (discovery:result:research peptides company ""New Jersey"")",,,,,,,ok,5,
Custom Peptide Synthesis - P3 BioSystems,unknown (discovered via search),https://p3bio.com/,p3bio.com,sales@p3bio.com,sales@p3bio.com,website,https://p3bio.com/contact/,(888) 737-5598,,,,yes,Kentucky,manufacturing_lab,yes,,"peptide, peptides",2,,"repo roster (discovery:result:research peptides company ""Kentucky"")",,,,,,,ok,5,
Drug Development & Delivery BioMed X & Novo Nordisk Launch N,unknown (discovered via search),https://drug-dev.com/,drug-dev.com,anicklaus@drug-dev.com,anicklaus@drug-dev.com; cdubin@drug-dev.com; jkiesewetter@drug-dev.com; rvitaro@drug-dev.com; shalamareagel@mac.com,website,https://drug-dev.com/contact,(222) 077-8120; (467) 023-3757; (541) 338-0022,,,,yes,Oregon,manufacturing_lab,,,"glp-1, peptide",2,,repo roster (discovery:outlink:list:bmedx.com),,,,,,,ok,6,
"ezPeps | Research Peptides With Public, Lab-Verified COAs",unknown (discovered via search),https://ezpeps.com/,ezpeps.com,support@ezpeps.com,support@ezpeps.com,website,https://ezpeps.com/,(586) 519-0050,,,,yes,Michigan,manufacturing_lab,yes,yes,"peptide, peptides",2,,"repo roster (discovery:result:peptide supplier ""North Carolina"" lab tested)",,,,,,,ok,5,
FDA advisory committee votes to add popular peptide BPC-157 ,unknown (discovered via search),https://abcnews.com/,abcnews.com,help@gmadeals.com,help@gmadeals.com,website,https://abcnews.com/GMA/Shop/gma-deals-steals-50-off-free-shipping-extravaganza/story?id=136184952,,,,,yes,Mississippi,consumer_and_research,yes,,"peptide, peptides",2,,repo roster (discovery:outlink:list:peptidelaws.com),,,,,,,ok,5,
Finest Pepitdes: Home,unknown (discovered via search),https://finestpeptides.com/,finestpeptides.com,help@finestpeptides.com,help@finestpeptides.com,website,https://finestpeptides.com/privacy-policy,(385) 312-7619,,,,no,,consumer_and_research,,,"peptide, peptides",2,,"repo roster (discovery:result:research peptides company ""Utah"")",,,,,,,ok_chromium+deep,4,
High-Purity Research Peptides | HelixPep | HelixPep,unknown (discovered via search),https://helixpep.com/,helixpep.com,support@helixpep.com,support@helixpep.com; helixpep@gmail.com,website,https://helixpep.com/,(417) 371-6357,,,,yes,Missouri,manufacturing_lab,yes,yes,"peptide, peptides",2,,"repo roster (discovery:result:research peptides company ""Missouri"")",,,,,,,ok,4,
"Home | SciTide Custom Peptide Synthesis | Shirley, MA",unknown (discovered via search),https://scitide.com/,scitide.com,tides@scitide.com,tides@scitide.com,website,https://scitide.com/,(978) 425-5209,,,,yes,Massachusetts,manufacturing_lab,,,"peptide, peptides",2,,"repo roster (discovery:result:research peptides company ""Massachusetts"")",,,,,,,ok,4,
LifeTein: Custom Peptide Synthesis Service,unknown (discovered via search),https://lifetein.com/,lifetein.com,info@lifetein.com,info@lifetein.com; sales@lifetein.com; antibody@lifetein.com; chemical@lifetein.com; peptide@lifetein.com; tech@lifetein.com,website,https://lifetein.com/,(732) 444-3282; (732) 626-6074; (888) 791-1618,,,,yes,New Jersey,manufacturing_lab,,yes,"peptide, peptides",2,,"repo roster (discovery:result:research peptides company ""New Jersey"")",,,,,,,ok,3,
Midnight Sun Peptides | Buy Peptides for Research Online,unknown (discovered via search),https://ms-peptides.com/,ms-peptides.com,support@ms-peptides.com,support@ms-peptides.com; support@ms-peptide.com,website,https://ms-peptides.com/,,,,,yes,Alaska,manufacturing_lab,yes,yes,"peptide, peptides",2,,"repo roster (discovery:result:research peptides company ""Alaska"")",,,,,,,ok,7,
Open PepCalc →,unknown (discovered via search),https://pepcalc.app/,pepcalc.app,hello@pepcalc.app,hello@pepcalc.app,website,https://pepcalc.app/,,,,,no,,consumer_and_research,,,"peptide, peptides",2,,repo roster (listdeep:pepsider.com),,,,,,,ok+deep,1,
Open PeptideKit →,unknown (discovered via search),https://peptidekit.app/,peptidekit.app,contact@peptidekit.app,contact@peptidekit.app; legal@peptidekit.app,website,https://peptidekit.app/,,,,,no,,consumer_and_research,,,"peptide, peptides",2,,repo roster (listdeep:pepsider.com),,,,,,,ok,4,
Open PepTracker →,unknown (discovered via search),https://peptracker.app/,peptracker.app,support@peptracker.app,support@peptracker.app; hi@untitledui.com,website,https://peptracker.app/,(555) 000-0000,,,,no,,consumer_and_research,,,"peptide, peptides",2,,repo roster (listdeep:pepsider.com),,,,,,,ok,5,
Our People - Creative Bio-Peptides Inc.,unknown (discovered via search),https://creativebiopeptides.com/,creativebiopeptides.com,info@creativebioeptides.com,info@creativebioeptides.com,website,https://creativebiopeptides.com/contact/,,,,,yes,MD,consumer_and_research,,,"peptide, peptides",2,,"repo roster (discovery:result:research peptides company ""New York"")",,,,,,,ok,3,
Pepticom – Pepticom,unknown (discovered via search),https://pepticom.com/,pepticom.com,info@pepticom.com,info@pepticom.com,website,https://pepticom.com/,(972) 549-5549,,,,yes,New York,consumer_and_research,,,"peptide, peptides",2,,"repo roster (discovery:result:research peptides company ""Minnesota"")",,,,,,,ok,1,
peptide discount code,unknown (discovered via search),https://pepcodes.com/,pepcodes.com,garret@peppal.app,garret@peppal.app,website,https://pepcodes.com/,,,,,yes,California,consumer_and_research,yes,,"peptide, peptides",2,,repo roster (discovery:outlink:list:peppal.app),,,,,,,ok,5,
Peptide QC & Analytical Testing | ILS Laboratories,unknown (discovered via search),https://ils-lab.com/,ils-lab.com,info@ils-lab.com,info@ils-lab.com,website,https://ils-lab.com/,(619) 329-3999,,,,yes,California,manufacturing_lab,,yes,"peptide, peptides",2,,"repo roster (discovery:result:peptide supplier ""California"" lab tested)",,,,,,,ok,6,
Peptide synthesis | Peptide synthesis Company | Peptide synthesis ...,unknown (discovered via search),https://ohiopeptide.com/,ohiopeptide.com,sale@ohiopeptide.com,sale@ohiopeptide.com,website,https://ohiopeptide.com/,(614) 389-2477; (877) 236-9161,,,,yes,Ohio,manufacturing_lab,,,"peptide, peptides",2,,"repo roster (discovery:result:research peptides company ""Ohio"")",,,,,,,ok,2,
Peptide Testing Services in Colorado - Optiq Health Labs,unknown (discovered via search),https://optiqhealthlabs.com/,optiqhealthlabs.com,info@optiqhealthlabs.com,info@optiqhealthlabs.com,website,https://optiqhealthlabs.com/,(949) 841-2437,,,,yes,California,manufacturing_lab,,,"peptide, peptides",2,,"repo roster (discovery:result:peptide supplier ""Colorado"" lab tested)",,,,,,,ok,3,
Peptide Therapy - United Medical,unknown (discovered via search),https://umedical.co/,umedical.co,info@umedical.co,info@umedical.co,website,https://umedical.co/,(301) 888-0578,,,,yes,Maryland,consumer_and_research,,,"peptide, peptides",2,,"repo roster (discovery:result:peptide supplier ""Maryland"" lab tested)",,,,,,,ok,6,
Peptide Therapy in Libertyville - Illinois Compounding Pharmacy,unknown (discovered via search),https://illinoiscompoundingpharmacy.com/,illinoiscompoundingpharmacy.com,ilcompoundingrx@gmail.com,ilcompoundingrx@gmail.com,website,https://illinoiscompoundingpharmacy.com/,(847) 232-7425; (847) 603-1034,,,,yes,Illinois,compounding_pharmacy,,,"peptide, peptides",2,,"repo roster (discovery:result:research peptides company ""Illinois"")",,,,,,,ok_chromium,5,
Peptide Therapy in Maryland - Institute for Human Optimization,unknown (discovered via search),https://ifho.org/,ifho.org,support@ifho.org,support@ifho.org,website,https://ifho.org/,(410) 858-4086; (877) 696-6775,,,,yes,Maryland,consumer_and_research,,,"peptide, peptides",2,,"repo roster (discovery:result:peptide supplier ""Maryland"" lab tested)",,,,,,,ok,7,
Peptide Therapy in Oklahoma City | Renew Wellness and Aesthetics,unknown (discovered via search),https://renewoklahoma.com/,renewoklahoma.com,info@renewoklahoma.com,info@renewoklahoma.com,website,https://renewoklahoma.com/,(405) 810-5944,,,,yes,Oklahoma,consumer_and_research,,,"glp-1, peptide",2,,"repo roster (discovery:result:research peptides company ""Oklahoma"")",,,,,,,ok_chromium,5,
Peptide Therapy | CT - LIVation,unknown (discovered via search),https://livationct.com/,livationct.com,livation2019@gmail.com,livation2019@gmail.com,website,https://livationct.com/,(860) 414-2251,,,,no,,consumer_and_research,,,"nad+, peptide",2,,"repo roster (discovery:result:peptide supplier ""Connecticut"" lab tested)",,,,,,,ok,3,
"Peptide Therapy | Kearney, MO - rejuv-kc.com",unknown (discovered via search),https://rejuv-kc.com/,rejuv-kc.com,tracy@rejuv-kc.com,tracy@rejuv-kc.com; rejuvkc@gmail.com,website,https://rejuv-kc.com/,(555) 123-4567; (816) 343-4883,,,,yes,Kansas,consumer_and_research,,,"glp-1, peptide",2,,"repo roster (discovery:result:peptide supplier ""Missouri"" lab tested)",,,,,,,ok,5,
Peptides - RLTW LABS,unknown (discovered via search),https://rltwlabsllc.com/,rltwlabsllc.com,rltwlabsllc@outlook.com,rltwlabsllc@outlook.com,website,https://rltwlabsllc.com/contact/,,,,,yes,Mississippi,manufacturing_lab,yes,yes,"peptide, peptides",2,,"repo roster (discovery:result:research peptides company ""Mississippi"")",,,,,,,ok,4,
Peptides - Selvita,unknown (discovered via search),https://selvita.com/,selvita.com,rodo@selvita.com,rodo@selvita.com,website,https://selvita.com/contact,(676) 256-4595,,,,yes,Georgia,consumer_and_research,,,"peptide, peptides",2,,"repo roster (discovery:result:research peptides company ""Georgia"")",,,,,,,ok_chromium,5,
Peptides Michigan - Jonezie Labs,unknown (discovered via search),https://jonezielabs.com/,jonezielabs.com,customerservice@jonezielabs.com,customerservice@jonezielabs.com; procurement@jonezielabs.com,website,https://jonezielabs.com/,,,,,yes,Michigan,research_only,yes,yes,"peptide, peptides",2,,"repo roster (discovery:result:research peptides company ""Michigan"")",,,,,,,ok,1,
Peptides Therapy | South Jordan UT - Unfiltered Medical Spa,unknown (discovered via search),https://unfilteredmedicalspa.com/,unfilteredmedicalspa.com,info@unfilteredmedicalspa.com,info@unfilteredmedicalspa.com,website,https://unfilteredmedicalspa.com/,(801) 885-6814,,,,yes,Utah,consumer_and_research,,,"peptide, peptides",2,,"repo roster (discovery:result:peptide supplier ""Utah"" lab tested)",,,,,,,ok,4,
Peptides | 1Elevan Bio,unknown (discovered via search),https://1elevan.com/,1elevan.com,legal@1elevan.com,legal@1elevan.com; privacyofficer@1elevan.com,website,https://1elevan.com/privacy-policy,(317) 732-1100,,,,yes,Delaware,compounding_pharmacy,,,"peptide, peptides",2,,"repo roster (discovery:result:research peptides company ""Indiana"")",,,,,,,ok,5,
PHARMA FOCUS EUROPE BioMed X and Novo Nordisk Launch New Col,unknown (discovered via search),https://pharmafocuseurope.com/,pharmafocuseurope.com,info@pharmafocuseurope.com,info@pharmafocuseurope.com; advertise@pharmafocuseurope.com; editorial@pharmafocuseurope.com; info@ochre-media.com; web@ochre-media.com,website,https://www.pharmafocuseurope.com/contactus,,,,,yes,Oregon,manufacturing_lab,,,"glp-1, peptide",2,,repo roster (discovery:outlink:list:bmedx.com),,,,,,,ok_chromium,5,
"Phoreus Biotech: Life Sciences, Nanocarrier Technology",unknown (discovered via search),https://phoreusbiotech.com/,phoreusbiotech.com,support@phoreusbiotech.com,support@phoreusbiotech.com; info@phoreusbiotech.com,website,https://phoreusbiotech.com/,(785) 979-8851; (913) 717-0054,,,,yes,Kansas,consumer_and_research,,,"peptide, peptides",2,,"repo roster (discovery:result:research peptides company ""Kansas"")",,,,,,,ok_chromium,5,
Premium Research Peptides | 99%+ Purity | Wasatch Compounds ...,unknown (discovered via search),https://wasatchcompounds.com/,wasatchcompounds.com,support@wasatchcompounds.com,support@wasatchcompounds.com,website,https://wasatchcompounds.com/,,,,,no,,consumer_and_research,yes,,"peptide, peptides",2,,"repo roster (discovery:result:peptide supplier ""Utah"" lab tested)",,,,,,,ok+deep,22,
RayBiotech: Empowering Your Proteomics Research,unknown (discovered via search),https://raybiotech.com/,raybiotech.com,info@raybiotech.com,info@raybiotech.com; orders@raybiotech.com; busdev@raybiotech.com; esupport@raybiotech.com; position@raybiotech.com; techsupport@raybiotech.com,website,https://raybiotech.com/,(770) 206-2393; (770) 729-2992; (888) 494-8555,,,,yes,Georgia,manufacturing_lab,,,"peptide, peptides",2,,"repo roster (discovery:result:research peptides company ""Georgia"")",,,,,,,ok,5,
Red River Peps – Affordable research peptides for everyone ...,unknown (discovered via search),https://rrpeptides.shop/,rrpeptides.shop,support@rrpeptides.shop,support@rrpeptides.shop; redriverpeptides@proton.me,website,https://rrpeptides.shop/,,,,,yes,Oklahoma,research_only,yes,yes,"peptide, peptides",2,,"repo roster (discovery:result:peptide supplier ""Oklahoma"" lab tested)",,,,,,,ok,3,
SARMs Research Chemicals for Sale - MuseChem,unknown (discovered via search),https://musechem.com/,musechem.com,info@musechem.com,info@musechem.com; orders@musechem.com; accts@musechem.com; supply@musechem.com,website,https://musechem.com/,(323) 978-5598; (862) 686-3898,,,,yes,Pennsylvania,manufacturing_lab,,,"peptide, peptides",2,,repo roster (discovery:result:research chemicals peptides sarms shop USA),,,,,,,ok,4,
See Website,unknown (discovered via search),https://bioduro.com/,bioduro.com,hello@bioduro.com,hello@bioduro.com; eurep@bioduro.com; legal@bioduro.com; privacy@bioduro.com; ukrep@bioduro.com,website,https://bioduro.com/,,,,,yes,California,manufacturing_lab,,,"peptide, peptides",2,,repo roster (discovery:outlink:list:boulderpeptide.org),,,,,,,ok,5,
See Website,unknown (discovered via search),https://spacepeptides.com/,spacepeptides.com,info@spacepeptides.com,info@spacepeptides.com,website,https://spacepeptides.com/contact/,,,,,yes,,manufacturing_lab,,,"peptide, peptides",2,,repo roster (discovery:outlink:list:boulderpeptide.org),,,,,,,ok,7,
See Website,unknown (discovered via search),https://vivabiotech.com/,vivabiotech.com,info@vivabiotech.com,info@vivabiotech.com; hr@vivabiotech.com; ir@vivabiotech.com; vivapr@vivabiotech.com,website,https://www.vivabiotech.com/contact,,,,,no,,consumer_and_research,,,"peptide, peptides",2,,repo roster (discovery:outlink:list:boulderpeptide.org),,,,,,,ok,7,
Shop Cielo Peptides ↗,unknown (discovered via search),https://cielocrew.com/,cielocrew.com,info@cielocrew.com,info@cielocrew.com; admin@highstacksolutions.com,website,https://cielocrew.com/,,,,,yes,Florida,compounding_pharmacy,yes,yes,"peptide, peptides",2,,repo roster (listdeep:peptideprices.net),,,,,,,ok,7,
Shop Impact Aminos ↗,unknown (discovered via search),https://impactaminos.us/,impactaminos.us,info@impactaminos.us,info@impactaminos.us; info@impactaminos.com,website,https://impactaminos.us/,(646) 898-5756,,,,yes,,manufacturing_lab,,yes,"peptide, peptides",2,,repo roster (listdeep:peptideprices.net),,,,,,,ok_chromium,5,
Shop TCore Biotech ↗,unknown (discovered via search),https://tcorebiotech.com/,tcorebiotech.com,info@tcorebiotech.com,info@tcorebiotech.com,website,https://tcorebiotech.com/,(877) 282-6732,,,,yes,Alabama,research_only,yes,yes,"peptide, peptides",2,,repo roster (listdeep:peptideprices.net),,,,,,,ok,3,
Shop UNYX Peptides ↗,unknown (discovered via search),https://unyxpeptides.com/,unyxpeptides.com,support@unyxpeptides.com,support@unyxpeptides.com,website,https://unyxpeptides.com/contact,,,,,yes,Arizona,manufacturing_lab,yes,yes,"peptide, peptides",2,,repo roster (listdeep:peptideprices.net),,,,,,,ok,2,
Shop Vital Core Research ↗,unknown (discovered via search),https://vitalcoreresearch.com/,vitalcoreresearch.com,support@vitalcoreresearch.com,support@vitalcoreresearch.com; info@vitalcoreresearch.com,website,https://vitalcoreresearch.com/,(661) 527-8150; (874) 572-2473; (877) 848-2595,,,,yes,Alabama,research_only,yes,yes,"peptide, peptides",2,,repo roster (listdeep:peptideprices.net),,,,,,,ok,4,
SoCo Peptides,unknown (discovered via search),https://socopeptides.com/,socopeptides.com,support@socopeptides.com,support@socopeptides.com,website,https://socopeptides.com/contact,,,,,yes,Colorado,research_only,,yes,"peptide, peptides",2,,"repo roster (discovery:result:research peptides company ""Colorado"")",,,,,,,ok_chromium,2,
Sports Technology Labs Alternatives: Best Verified Option In 2026,unknown (discovered via search),https://pocketdentistry.com/,pocketdentistry.com,clinicalpub@gmail.com,clinicalpub@gmail.com; ingalee@hotmail.co.uk; mseventeen@gmail.com; phuong.hd.nguyen@jpmorgan.com; pocketdentistry@gmail.com; shengwenshu@yahoo.com,website,https://pocketdentistry.com/contact/,,,,,no,,consumer_and_research,,,"peptide, tb-500",2,,"repo roster (discovery:result:peptide supplier ""Connecticut"" lab tested)",,,,,,,ok,4,
Subscribe & Save! - Sports Research,unknown (discovered via search),https://sportsresearch.com/,sportsresearch.com,support@sportsresearch.com,support@sportsresearch.com,website,https://sportsresearch.com/terms-and-conditions,(800) 633-9308; (833) 267-5421,,,,yes,Alaska,consumer_and_research,yes,,"peptide, peptides",2,,"repo roster (discovery:result:peptide ""subscribe and save"" research)",,,,,,,ok,7,
