vendor,country,website,domain,primary_email,all_emails,email_source,email_page,phone,whatsapp,telegram_signal,social,us_signal_on_site,state_mentioned,company_type,sells_direct,research_only,peptide_terms_found,peptide_hits,peptidebase_tier,listed_on,peptidebase_profile,finnrick_profile,finnrick_location,finnrick_products_tested,finnrick_tests,finnrick_status,crawl_status,pages_checked,notes
Luvia Rx,unknown (not stated on list),https://luviarx.com/,luviarx.com,support@luviarx.com,support@luviarx.com,website,https://luviarx.com/,(561) 288-0915,,,,no,,consumer_and_research,,,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/luvia-rx,,0,0,Trading,ok+deep,17,
LuvionBio,unknown (not stated on list),https://luvionbio.com/,luvionbio.com,compliance@luvionbio.com,compliance@luvionbio.com,website,https://luvionbio.com/,,,,,no,,consumer_and_research,,,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/luvionbio,,0,0,Trading,ok_chromium,3,
Lyra BioMeds,unknown (not stated on list),https://lyrabiomeds.com/,lyrabiomeds.com,contact@lyrabiomeds.com,contact@lyrabiomeds.com,website,https://lyrabiomeds.com/,,,,,no,,consumer_and_research,,,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/lyra-biomeds,,0,0,Trading,ok+deep,17,
Mammoth Muscle Peptides,unknown (not stated on list),https://mammothmusclepeptides.com/,mammothmusclepeptides.com,info@mammothmusclepeptides.com,info@mammothmusclepeptides.com,website,https://mammothmusclepeptides.com/policies/contact-information,,,,,yes,Texas,research_only,yes,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/mammoth-muscle-peptides,,0,0,Trading,ok,7,
Middle Man Peptides,unknown (not stated on list),https://middlemanpeptides.com/,middlemanpeptides.com,support@middlemanpeptides.com,support@middlemanpeptides.com,website,https://middlemanpeptides.com/contact,,,,,no,,consumer_and_research,,,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/middle-man-peptides,,0,0,Trading,ok+deep,3,
Mile High Peptide,unknown (not stated on list),https://milehighpeptide.com/,milehighpeptide.com,josh@milehighpeptide.com,josh@milehighpeptide.com,website,https://milehighpeptide.com/,(720) 448-6272,,,,yes,Colorado,research_only,,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/mile-high-peptide,,0,0,Trading,ok,5,
Mindful Research,unknown (not stated on list),https://happypeptides.com/,happypeptides.com,support@happypeptides.com,support@happypeptides.com; legal@happypeptides.com; nsupport@happypeptides.com,website,https://happypeptides.com/,(689) 275-5298; (833) 853-8029; (844) 426-7735,,,,yes,Florida,research_only,yes,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/mindful-research,,0,0,Trading,ok,7,
My Pure Peptide,unknown (not stated on list),https://mypurepeptide.com/,mypurepeptide.com,support@mypurepeptide.com,support@mypurepeptide.com,website,https://mypurepeptide.com/,(737) 375-0592,,,,yes,Texas,research_only,yes,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/my-pure-peptide,,0,0,Trading,ok,7,
Nanjing Peptide NJ,unknown (not stated on list),https://nanjingpeptide.com/,nanjingpeptide.com,contact@nanjingpeptide.com,contact@nanjingpeptide.com,website,https://nanjingpeptide.com/,(467) 023-3595; (590) 022-0137,,,,yes,California,manufacturing_lab,,,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/nanjing-peptide-nj,,0,0,Trading,ok,7,
NexCore Bio,unknown (not stated on list),https://nexcorebio.com/,nexcorebio.com,info@nexcorebio.com,info@nexcorebio.com,website,https://nexcorebio.com/,,,,,no,,consumer_and_research,,,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/nexcore-bio,,0,0,Trading,ok+deep,17,
Nexus Bio Life,unknown (not stated on list),https://nexusbiolife.com/,nexusbiolife.com,support@nexusbiolife.com,support@nexusbiolife.com; info@nexusbiolife.com,website,https://nexusbiolife.com/contact-us/,(307) 776-7899,,,,yes,Wyoming,research_only,,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/nexus-bio-life,,0,0,Trading,ok,7,
"Nootropics.com — Research, Stacks & Cognitive Tools",unknown (discovered via search),https://nootropics.com/,nootropics.com,hello@nootropics.com,hello@nootropics.com,website,https://nootropics.com/,,,,,yes,California,consumer_and_research,,,"peptide, peptides",2,,repo roster (discovery:result:nootropics and peptides vendor USA),,,,,,,ok,5,reads like editorial/affiliate site
NovoPro Bioscience,unknown (not stated on list),https://novoprolabs.com/,novoprolabs.com,support@novoprolabs.com,support@novoprolabs.com; sales@novoprolabs.com; feng.tan@novoprolabs.com; gene@novoprolabs.com,website,https://novoprolabs.com/,(216) 194-1042; (310) 016-3960; (310) 149-3100,,,,yes,,manufacturing_lab,,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/novopro-bioscience,,0,0,active,ok,7,
NuTides,unknown (not stated on list),https://nutides.com/,nutides.com,nutides@yahoo.com,nutides@yahoo.com,website,https://nutides.com/,,,,,no,,research_only,,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/nutides,,0,0,Trading,ok,3,
Oneday Compounds,unknown (not stated on list),https://onedaycompounds.com/,onedaycompounds.com,support@onedaycompounds.com,support@onedaycompounds.com; hello@onedaycompounds.com,website,https://onedaycompounds.com/privacy-policy/,(801) 332-9742,,,,yes,Utah,manufacturing_lab,yes,yes,"peptide, peptides",2,,PeptiPrices,,,,,,,ok,3,
Optimal Aging,unknown (not stated on list),https://optimalaging.ca/,optimalaging.ca,hello@optimalaging.ca,hello@optimalaging.ca,website,https://optimalaging.ca/contact,(705) 998-3142,,,,no,,consumer_and_research,,,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/optimal-aging,,0,0,active,ok,2,
Optimun Formula,unknown (not stated on list),https://optimumformula.co/,optimumformula.co,support@optimumformula.co,support@optimumformula.co,website,https://optimumformula.co/,,,,,yes,,research_only,yes,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/optimun-formula,,0,0,Trading,ok,2,
Optivera Labs,unknown (not stated on list),https://optiveralabs.com/,optiveralabs.com,contact@optiveralabs.com,contact@optiveralabs.com,website,https://optiveralabs.com/,,,,,no,,research_only,yes,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/optivera-labs,,0,0,Trading,ok,1,
or are already pregnant,unknown (discovered via search),https://integrativepeptides.com/,integrativepeptides.com,cs@integrativepeptides.com,cs@integrativepeptides.com,website,https://integrativepeptides.com/,(443) 732-5272,,,,yes,,consumer_and_research,,,"peptide, peptides",2,,repo roster (discovery:outlink:list:jaycampbell.com),,,,,,,ok,6,
Paradox Peptide,unknown (not stated on list),https://paradoxpeptide.com/,paradoxpeptide.com,support@paradoxpeptide.com,support@paradoxpeptide.com; sales@paradoxpeptide.com,website,https://paradoxpeptide.com/contact-us/,,,,,no,,manufacturing_lab,,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/paradox-peptide,,0,0,Trading,ok,3,
Pepperlicious,unknown (not stated on list),https://pepperlicious.shop/,pepperlicious.shop,support@pepperlicious.com,support@pepperlicious.com; aplusquality79services@gmail.com,website,https://pepperlicious.shop/,,,,,yes,,research_only,,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/pepperlicious,,0,0,Trading,ok,4,
PepsGPT,unknown (not stated on list),https://pepsgpt.com/,pepsgpt.com,support@pepsgpt.com,support@pepsgpt.com,website,https://pepsgpt.com/contact,,,,,yes,,research_only,,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/pepsgpt,,0,0,Trading,ok+deep,17,
Peptalyon,unknown (not stated on list),https://peptalyonco.com/,peptalyonco.com,support@peptalyonco.com,support@peptalyonco.com,website,https://peptalyonco.com/,,,,,no,,consumer_and_research,yes,,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/peptalyon,,0,0,Trading,ok,3,
Peptide Factory CN,unknown (not stated on list),https://peptidesfactorycn.com/,peptidesfactorycn.com,contact@peptidesfactorycn.com,contact@peptidesfactorycn.com; xxx@gmail.com,website,https://peptidesfactorycn.com/,(852) 694-8523,,,,no,,manufacturing_lab,yes,,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/peptide-factory-cn,,0,0,Trading,ok,4,
Peptide Prestige,unknown (not stated on list),https://peptideprestige.net/,peptideprestige.net,customercare@peptideprestig.net,customercare@peptideprestig.net; sonofdestinity33@gmail.com,website,https://peptideprestige.net/,(615) 768-9558,,,,yes,,research_only,yes,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/peptide-prestige,,0,0,Trading,ok,3,
Peptipura,unknown (not stated on list),https://peptipura.net/,peptipura.net,info@peptipura.net,info@peptipura.net; peptipura@gmail.com,website,https://peptipura.net/,,,,,no,,consumer_and_research,,,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/peptipura,,0,0,Trading,ok+deep,18,
Peptual Vesalius,unknown (not stated on list),https://peptual.com/,peptual.com,contact@vesaliuslabs.com,contact@vesaliuslabs.com,website,https://peptual.com/privacy-policy,,,,,yes,Arizona,consumer_and_research,,,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/peptual-vesalius,,0,0,active,ok,4,
PepXpress,unknown (not stated on list),https://peptidesxpress.com/,peptidesxpress.com,support@peptidesxpress.com,support@peptidesxpress.com; support@pepxpress.com,website,https://peptidesxpress.com/contact/,,,,,yes,,manufacturing_lab,,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/pepxpress,,0,0,Trading,ok_chromium,5,
Petratide Science,unknown (not stated on list),https://petratidescience.com/,petratidescience.com,info@petratidescience.com,info@petratidescience.com,website,https://petratidescience.com/,,,,,no,,research_only,,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/petratide-science,,0,0,Trading,ok,6,
Phit PharmX,unknown (not stated on list),https://phitpharmx.com/,phitpharmx.com,jorodriguez03@gmail.com,jorodriguez03@gmail.com,website,https://phitpharmx.com/,(971) 216-2868,,,,no,,research_only,,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/phit-pharmx,,0,0,active,ok+deep,16,
Platinum Peptides,unknown (not stated on list),https://ppd25.com/,ppd25.com,admin@ppd25.com,admin@ppd25.com,website,https://ppd25.com/contact,,,,,no,,consumer_and_research,,,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/platinum-peptides,,0,0,Trading,ok+deep,15,
PrimeRx,unknown (not stated on list),https://primerx.life/,primerx.life,fei90757@gmail.com,fei90757@gmail.com,website,https://primerx.life/,(480) 738-6261,,,,yes,Texas,consumer_and_research,,,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/primerx,,0,0,active,ok,1,
ProtidexBio,unknown (not stated on list),https://protidexbio.com/,protidexbio.com,protidexbio@gmail.com,protidexbio@gmail.com,website,https://protidexbio.com/,,,,,no,,consumer_and_research,,,"aod9604, bpc157",2,,Finnrick,,https://www.finnrick.com/vendors/protidexbio,,0,0,active,ok,1,
PureRx Peptides,unknown (not stated on list),https://purerxpeptides.com/,purerxpeptides.com,support@purerxpeptides.com,support@purerxpeptides.com,website,https://purerxpeptides.com/,,,,,no,,consumer_and_research,,,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/purerx-peptides,,0,0,Trading,ok_chromium,1,
PX Peptides,unknown (not stated on list),https://pxpeptides.com/,pxpeptides.com,support@pxpeptides.com,support@pxpeptides.com; wholesale@pxpeptides.com,website,https://pxpeptides.com/,,,,,no,,consumer_and_research,,,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/px-peptides,,0,0,active,ok_chromium,1,
Pythion Labs,unknown (not stated on list),https://pythionresearch.com/,pythionresearch.com,support@pythionresearch.com,support@pythionresearch.com; pythionresearch@gmail.com,website,https://pythionresearch.com/,(800) 222-1222,,,,yes,Wyoming,manufacturing_lab,yes,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/pythion-labs,,0,0,Trading,ok,6,
Quanyutong,unknown (not stated on list),https://quanyutong.sbs/,quanyutong.sbs,crickmore.lawbaugh855@gmail.com,crickmore.lawbaugh855@gmail.com,website,https://quanyutong.sbs/,,,,,no,,consumer_and_research,,,"ghk-cu, semaglutide",2,,Finnrick,,https://www.finnrick.com/vendors/quanyutong,,0,0,Trading,ok,2,
Refined Aesthetics LA,unknown (not stated on list),https://refinedaesthetics.la/,refinedaesthetics.la,nurselynn.aesthetics@gmail.com,nurselynn.aesthetics@gmail.com; refinedaesthetics.la@gmail.com,website,https://refinedaesthetics.la/,,,,,yes,California,research_only,,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/refined-aesthetics-la,,0,0,Trading,ok,7,
ResearchChemHQ,unknown (not stated on list),https://researchchemhq.co/,researchchemhq.co,support@researchchemhq.co,support@researchchemhq.co,website,https://researchchemhq.co/,,,,,yes,California,research_only,yes,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/researchchemhq,,0,0,Trading,ok,5,
Runxiang Peptide,unknown (not stated on list),https://runxiangpeptide.com/,runxiangpeptide.com,anna59303431@outlook.com,anna59303431@outlook.com,website,https://runxiangpeptide.com/,(852) 676-4098,,,,no,,consumer_and_research,,,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/runxiang-peptide,,0,0,Trading,ok,3,
"Selank Peptide | Benefits, Safety & Buying Advice [2026]",unknown (discovered via search),https://innerbody.com/,innerbody.com,compliance@innerbody.com,compliance@innerbody.com; legal@innerbody.com,website,https://innerbody.com/privacy,(650) 206-9535,,,,yes,California,consumer_and_research,,,"nad+, peptide",2,,repo roster (discovery:result:selank for sale research use only),,,,,,,ok,5,
"Selank: Nootropic Peptide Benefits, Uses, Dosage, & Side Effects",unknown (discovered via search),https://wholisticresearch.com/,wholisticresearch.com,support@wholisticresearch.com,support@wholisticresearch.com; george@wholisticresearch.com; jacob@wholisticresearch.com; jason@wholisticresearch.com; press@wholisticresearch.com; yoko@wholisticresearch.com,website,https://wholisticresearch.com/,,,,,yes,California,manufacturing_lab,yes,,"peptide, peptides",2,,repo roster (discovery:result:selank for sale research use only),,,,,,,ok,5,
Shaanxi Bloom Tech,unknown (not stated on list),https://bloomtechz.com/,bloomtechz.com,sales@bloomtechz.com,sales@bloomtechz.com; alex@bio-wison.com,website,https://bloomtechz.com/,(660) 291-9861; (774) 913-5784; (819) 189-7731,,,,no,,consumer_and_research,,,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/shaanxi-bloom-tech,,0,0,active,ok,5,
Shengan Peptide Factory,unknown (not stated on list),https://shenganpeptidefactory.com/,shenganpeptidefactory.com,sheng.an.peptide@gmail.com,sheng.an.peptide@gmail.com,website,https://shenganpeptidefactory.com/,,,,,no,,consumer_and_research,,,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/shengan-peptide-factory,,0,0,active,ok+deep,17,
Shenzhen Lierbeide Biotechnology,unknown (not stated on list),https://lierbeides.com/,lierbeides.com,info6@lierbeide.com,info6@lierbeide.com,website,https://lierbeides.com/,(852) 702-7981,,,,no,,consumer_and_research,,,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/shenzhen-lierbeide-biotechnology,,0,0,Trading,ok,3,
Shoreline labs Australia,unknown (not stated on list),https://shorelinelabsaustralia.com/,shorelinelabsaustralia.com,info@shorelinelabsaustralia.com,info@shorelinelabsaustralia.com,website,https://shorelinelabsaustralia.com/contact,,,,,no,,research_only,,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/shoreline-labs-australia,,0,0,Trading,ok_chromium,2,
Sin City Science,unknown (not stated on list),https://sincityscience.com/,sincityscience.com,custhelp@sincityscience.com,custhelp@sincityscience.com,website,https://sincityscience.com/,,,,,no,,research_only,,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/sin-city-science,,0,0,Trading,ok,1,
Solid Peptides,unknown (not stated on list),https://solidpeptides.com/,solidpeptides.com,support@solidpeptides.com,support@solidpeptides.com; solidpeptides@gmail.com,website,https://solidpeptides.com/,(316) 409-6066,,,,yes,Kansas,manufacturing_lab,yes,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/solid-peptides,,0,0,Trading,ok,6,
Soren Sciences,unknown (not stated on list),https://sorensciences.com/,sorensciences.com,info@sorensciences.com,info@sorensciences.com,website,https://sorensciences.com/contact/,,,,,no,,research_only,,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/soren-sciences,,0,0,Trading,ok,4,
Southern Aminos,unknown (not stated on list),https://southernaminos.com/,southernaminos.com,cs@southernaminos.com,cs@southernaminos.com,website,https://southernaminos.com/contact,,,,,yes,California,manufacturing_lab,yes,yes,"peptide, peptides",2,,PeptiPrices,,,,,,,ok,2,
StudzPeptides,unknown (not stated on list),https://studzpeptidestest.com/,studzpeptidestest.com,support@studzpeptides.com,support@studzpeptides.com; info@studzpeptides.com; legal@studzpeptides.com; privacy@studzpeptides.com,website,https://studzpeptidestest.com/contact,(480) 869-5842; (800) 555-0123; (800) 555-0124,,,,yes,California,manufacturing_lab,yes,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/studzpeptides,,0,0,Trading,ok,6,
Synbio Technologies,unknown (not stated on list),https://synbio-tech.com/,synbio-tech.com,support@synbio-tech.com,support@synbio-tech.com; hr@synbio-tech.com; marketing@synbio-tech.com; qc@synbio-tech.com; quote@synbio-tech.com,website,https://synbio-tech.com/,(512) 626-0033; (609) 228-5911; (732) 230-3003,,,,yes,California,manufacturing_lab,,,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/synbio-technologies,,0,0,active,ok,4,
The Kit Queens,unknown (not stated on list),https://thekitqueens.com/,thekitqueens.com,thejester@thekitqueens.com,thejester@thekitqueens.com; jester@kitqueens.com,website,https://thekitqueens.com/,(253) 414-2115,,,,yes,OH,research_only,yes,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/the-kit-queens,,0,0,Trading,ok_chromium,5,
The PepLair,unknown (not stated on list),https://thepeplair.com/,thepeplair.com,javik@thepeplair.com,javik@thepeplair.com; kyleepps123@gmail.com,website,https://thepeplair.com/,,,,,yes,,research_only,,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/the-peplair,,0,0,Trading,ok,1,
Thryv Research,unknown (not stated on list),https://researchthryv.com/,researchthryv.com,thryvresearch@gmail.com,thryvresearch@gmail.com,website,https://researchthryv.com/,,,,,no,,consumer_and_research,,,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/thryv-research,,0,0,active,ok+deep,17,
Tong Peptide,unknown (not stated on list),https://tongpeptide.com/,tongpeptide.com,anna@hbbate.com,anna@hbbate.com; gaoleisb0716@gmail.com,website,https://tongpeptide.com/,,,,,no,,manufacturing_lab,yes,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/tong-peptide,,0,0,Trading,ok,7,
Tri-Vial BioWorks,unknown (not stated on list),https://trivialbioworks.com/,trivialbioworks.com,info@trivialbioworks.com,info@trivialbioworks.com,website,https://trivialbioworks.com/policies/,(321) 362-8488,,,,no,,research_only,,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/tri-vial-bioworks,,0,0,Trading,ok,3,
Triumphant Labs,unknown (not stated on list),https://triumphantlabs.com/,triumphantlabs.com,support@triumphantlabs.com,support@triumphantlabs.com,website,https://triumphantlabs.com/terms-and-conditions/,,,,,yes,,research_only,,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/triumphant-labs,,0,0,Trading,ok,6,
TT Peptides,unknown (not stated on list),https://ttpeptide.com/,ttpeptide.com,xinty60@gmail.com,xinty60@gmail.com,website,https://ttpeptide.com/,(852) 648-3875,,,,no,,consumer_and_research,,,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/tt-peptides,,0,0,Trading,ok+deep,17,
Vala Peptides,unknown (not stated on list),https://valapeptides.com/,valapeptides.com,support@valapeptides.com,support@valapeptides.com,website,https://valapeptides.com/contact/,,,,,yes,Nevada,research_only,yes,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/vala-peptides,,0,0,Trading,ok,7,
Vipris Biotechnology,unknown (not stated on list),https://bio.vipris.io/,bio.vipris.io,amy@vipris.io,amy@vipris.io; lab@vipris.io; ops@viprislabs.com; payment@vipris.io,website,https://bio.vipris.io/,,,,,yes,,research_only,yes,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/vipris-biotechnology,,0,0,active,ok,6,
Vital Living Bio,unknown (not stated on list),https://vitallivingbio.com/,vitallivingbio.com,wangn3729@gmail.com,wangn3729@gmail.com; xingmona07@gmail.com; yanglily129@gmail.com; zz3290663@163.com,website,https://vitallivingbio.com/,(852) 661-0123,,,,no,,manufacturing_lab,,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/vital-living-bio,,0,0,Trading,ok,4,
Vitrex Bio,unknown (not stated on list),https://vitrex.bio/,vitrex.bio,support@vitrex.bio,support@vitrex.bio; privacy@vitrex.bio,website,https://vitrex.bio/contact,(505) 532-4060,,,,yes,New Mexico,research_only,yes,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/vitrex-bio,,0,0,Trading,ok,7,
Vitum Lab,unknown (not stated on list),https://vitumlab.com/,vitumlab.com,hello@vitumlab.com,hello@vitumlab.com,website,https://vitumlab.com/,,,,,no,,consumer_and_research,,,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/vitum-lab,,0,0,Trading,ok+deep,17,
"What Are SARMs? Side Effects, Before & After Results, & More | Legion",unknown (discovered via search),https://legionathletics.com/,legionathletics.com,contact@legionathletics.com,contact@legionathletics.com; hey@craftpip.com,website,https://legionathletics.com/,(315) 724-2021; (508) 022-0203; (508) 024-0244,,,,yes,Florida,manufacturing_lab,yes,,"peptide, peptides",2,,repo roster (discovery:result:SARMs and peptides vendor USA),,,,,,,ok_chromium,5,reads like editorial/affiliate site
Xian Prius Biological Engineering,unknown (not stated on list),https://prius-biotech.com/,prius-biotech.com,info@prsbiotech.com,info@prsbiotech.com,website,https://prius-biotech.com/,(861) 779-2290,,,,yes,,manufacturing_lab,,,"ghk-cu, peptide",2,,Finnrick,,https://www.finnrick.com/vendors/xian-prius-biological-engineering,,0,0,Trading,ok,5,
XinDong Peptide,unknown (not stated on list),https://xindongpeptide.com/,xindongpeptide.com,hbxindong888@126.com,hbxindong888@126.com,website,https://xindongpeptide.com/,(861) 983-3128; (983) 312-8637,,,,yes,,manufacturing_lab,,,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/xindong-peptide,,0,0,Trading,ok,4,
Zenith Bioscience,unknown (not stated on list),https://zenithbioscience.com/,zenithbioscience.com,support@zenithbioscience.com,support@zenithbioscience.com; complaints@zenithbioscience.com; legal@zenithbioscience.com; privacy@zenithbioscience.com,website,https://zenithbioscience.com/,(720) 881-0986,,,,yes,California,research_only,yes,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/zenith-bioscience,,0,0,active,ok_chromium,5,
Zhejiang Zhaobo Tech,unknown (not stated on list),https://chat.peppys.org/,chat.peppys.org,admin@peppys.org,admin@peppys.org,website,https://chat.peppys.org/,,,,,no,,consumer_and_research,,,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/zhejiang-zhaobo-tech,,0,0,active,ok_chromium,1,
Zhiyuan Peptides,unknown (not stated on list),https://zhiyuanpeptides.com/,zhiyuanpeptides.com,yumingy594@gmail.com,yumingy594@gmail.com,website,https://zhiyuanpeptides.com/contact,,,,,yes,New York,consumer_and_research,yes,,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/zhiyuan-peptides,,0,0,Trading,ok_chromium,2,
Zimbio,unknown (not stated on list),https://zimbio.shop/,zimbio.shop,zimbiopeps@gmail.com,zimbiopeps@gmail.com,website,https://zimbio.shop/about/,(936) 268-4658,,,,no,,research_only,yes,yes,"peptide, peptides",2,,Finnrick,,https://www.finnrick.com/vendors/zimbio,,0,0,active,ok,2,
503A and 503B - CAPSpharmacy.com,unknown (discovered via search),https://capspharmacy.com/,capspharmacy.com,inquiry.us@bbraunusa.com,inquiry.us@bbraunusa.com; privacy@bbraunusa.com,website,https://www.capspharmacy.com/en/privacy-policy.html,(844) 422-7286,,,,yes,California,compounding_pharmacy,,,oxytocin,1,,repo roster (discovery:result:503B outsourcing facility peptides),,,,,,,ok,4,
About Peptide Labs – Trusted USA Research Peptide Supplier,unknown (discovered via search),https://peptidelabsinc.com/,peptidelabsinc.com,help@peptidelabsinc.com,help@peptidelabsinc.com,website,https://peptidelabsinc.com/policies/contact-information,(505) 226-1504,,,,no,,consumer_and_research,,,peptide,1,,repo roster (discovery:result:peptide labs USA),,,,,,,ok_chromium+deep,4,
Amino,unknown (discovered via search),https://amino.com/,amino.com,support@cap-rx.com,support@cap-rx.com; support@judi.com,website,https://amino.com/,,,,,yes,Texas,consumer_and_research,,,glp-1,1,,repo roster (discovery:result:amino asylum alternatives),,,,,,,ok,2,
AODT Peptide,unknown (not stated on list),https://aodtpeptides.com/,aodtpeptides.com,notification@aodtpeptides.com,notification@aodtpeptides.com,website,https://aodtpeptides.com/,(419) 206-4111; (419) 378-2786; (517) 202-1184,,,,no,,manufacturing_lab,,,peptide,1,,Finnrick,,https://www.finnrick.com/vendors/aodt-peptide,,0,0,Trading,ok+deep,16,
bought out for $605 million in 2017!,unknown (discovered via search),https://biospace.com/,biospace.com,support@biospace.com,support@biospace.com; hiring@biospace.com; prsubmit@biospace.com,website,https://www.biospace.com/contact-us,(252) 227-7013; (800) 952-5210; (877) 277-7585,,,,yes,California,consumer_and_research,,,glp-1,1,,repo roster (discovery:outlink:list:jaycampbell.com),,,,,,,ok,6,
Cagrilintide Dosage With Tirzepatide: 2026 Guide,unknown (discovered via search),https://doctronic.ai/,doctronic.ai,support@doctronic.ai,support@doctronic.ai; hello@doctronic.ai; help@doctronic.ai; privacy@doctronic.ai,website,https://doctronic.ai/privacy-policy/,(212) 287-5081; (415) 340-2274; (800) 952-5210,,,,yes,Indiana,consumer_and_research,,,glp-1,1,,repo roster (discovery:result:cagrilintide for sale research use only),,,,,,,ok,4,
ClariPeptide,unknown (not stated on list),https://claripeptide.com/,claripeptide.com,info@claripeptide.com,info@claripeptide.com,website,https://claripeptide.com/,,,,,no,,consumer_and_research,,,peptide,1,,Finnrick,,https://www.finnrick.com/vendors/claripeptide,,0,0,active,ok+deep,17,
CompoundRx,unknown (discovered via search),https://compoundrx.co/,compoundrx.co,hello@compoundrx.co,hello@compoundrx.co,website,https://compoundrx.co/,,,,,no,,consumer_and_research,,,peptide,1,,repo roster (correspondence_or_drive),,,,,,,ok,1,
CSBIOMX,unknown (not stated on list),https://csbiomx.com/,csbiomx.com,info@csbiomx.com,info@csbiomx.com,website,https://csbiomx.com/,(619) 350-7461,,,,no,,consumer_and_research,,,bpc-157,1,,Finnrick,,https://www.finnrick.com/vendors/csbiomx,,0,0,Trading,ok,2,
Forge Sequence Research,unknown (not stated on list),https://forgesequence.pro/,forgesequence.pro,sales@forgesequence.pro,sales@forgesequence.pro,website,https://forgesequence.pro/,(214) 293-3171; (800) 547-1001,,,,yes,Oklahoma,research_only,,yes,peptide,1,,Finnrick,,https://www.finnrick.com/vendors/forge-sequence-research,,0,0,active,ok,6,
Grade1Research,unknown (discovered via search),https://grade1research.com/,grade1research.com,orders@grade1research.com,orders@grade1research.com,website,https://grade1research.com/,,,,,no,,research_only,,yes,peptide,1,,repo roster (name_resolved),,,,,,,ok,4,
